reviewId,content,sentimentScore
b03b29d9-ec5f-4188-a0c8-9e7626e8221e,:thumbs_up_medium-light_skin_tone:,4
90801c73-04c9-4d4d-93a5-8c58b3207d9c,"Like the daily and nightly coaching a lot. I also like the graphics, it's quite beautiful and engaging.",4
fc59ebfe-3d02-4b88-8166-a9a7b0b7adfc,Really good. Should try,4
82b70824-46e5-42a1-81e2-bebfc6377324,interesting insights in coaching,4
9986a114-49f0-4dad-8a45-b8415681db62,"Only just started using this app, and am loving it already... :heart_suit::slightly_smiling_face:",4
6c4cce23-babe-4599-a483-a4954dcd8db5,"Well researched and sought after information advising not only steps towards habits necessary. Also, provides the reasoning behind what makes the beneficial. Shares tips and tricks of how to start working towards adapting and adding them into your routine.",4
7105766b-c9a9-43fa-a14c-a5d82688efe7,Es una experiencia agradable,4
6f900389-6619-46b8-bdbe-a1c7045b0c07,Still early days but a digital accountability coach that will gently usher you to a better version of yourself. To everyone trying it keep it up and build the habit even if you stumble.,4
75bdc21e-81f2-4b6b-96bc-1fd2041e132a,Owsam experience,4
9f1d6a10-184b-4057-9b86-6e0e6782e853,"I'm still in the trial phase, but so far so good! Im working on building good new habits. The format is easy to follow and pleasant.",4
83c478d2-3daa-45ab-97c3-b859b715fbb1,"This app is very interactive, I like it. But I'll give 4 stars for now, see how it goes after a few days first.",4
15487ac0-e36f-4444-b689-c1edc3489e76,"See, I love this, however I'd reccomend getting dark mode, please?",4
690fb216-138e-429f-bcd6-26667d56a16e,This app is good,4
d735294d-40a6-495f-a2ff-07bd7943061c,Nice app :thumbs_up:,4
3f260bec-883f-4159-8955-0e3a6e6eabe9,"Enjoying so far. I just needed something to keep me on track. Update, left and came back, as it helps: it's a prop, nudge when I become indecisive and it helps me to resist falling back into negativity - quite a feat! I mainly use the daily routine scheduler features, but occasionally hop onto the community area, and quite often listen to the soothingly motivational messages.",4
abe811ba-0264-4b49-bdcb-435d8b775473,"Very calm & relaxing. I like it a lot. Hopefully, it doesn't change on me after the trial ends",4
a7b72ac6-17aa-49eb-8f30-09811aee0c58,"The very first piece of advice, to change the nature of habits, makes this worth the time.",4
2fff509e-a9b8-4e28-ac89-bbe2e9043bcd,"I'm learning a lot about me here, give a try:sparkles::fire:",4
df2fef70-2371-4a52-a076-2f5af0f485d6,Good app,4
