reviewId,content,sentimentScore
c16f836b-5f50-4a67-9528-890f549f6c46,"The homescreen widget is only available after purchase and is then a visual only, you can't even open or complete tasks on the widget. Pretty frustrating but other than that it seems very helpful!",3
12d5fb99-6bb8-4c05-8748-114c229acf00,The app is good but I want to add my tasks on google calendar and manage on prosper. Unfortunately prosper is not fetching tasks from google calendar. I have sent email but still waiting for reply.,3
bdf2dfdc-5f87-415d-98ed-b7c2f23ca737,The time dials are annoying,3
bf0cd3c1-fc6e-4221-9753-d50aeecc79e4,Update: reinstalled today.. the app appears to be working properly since the update. Great job on the quick resolve. App is glitching.. as I scroll the page is blank then there is some flickering and the schedule may or may not load. I have to close the app out a few times and come back and 1 out of 6 times may get it to remain visible as I scroll. Please assist,3
d1f4b03d-13f0-43d9-843b-d62e8bdc3ac5,I wish app was able to sync back to my Google calender... Otherwise it will always remain secondary planning app. It can take/import data from Google calender but different sync back/export to Google calender. It's tiring to update both Google calender and prosper.,3
541a7384-351a-42a7-a455-57889552f225,"Would be 5 stars with the following changes: 1. Long-press on a task to select it and add top & bottom handles to drag to change duration. 2. Have option to show full day timeline (including empty space) in specified increments (e.g., every 15 min) to visualize better available time. 3. Make tasks visually consistent in their size in relation to time they take. 4. Ability to adjust time of repeating task for one day when dragging without changing other days. 5. Have synced browser version.",3
766c3b0f-9598-41c7-baf0-de7338bb4912,"Tasks keep changing from daily back to once. I keep changing them and saving, but most change themselves back. I've done this over and over. I'm done trying to make it work. I'm glad I only paid for monthly.",3
61267c3e-c0aa-45e7-a448-77dd5da90d74,neat little task app,3
ce42a304-2a84-46e0-b17b-16d2d0b07aec,Seems like a good app but I choose to uninstall it only for one reason witch is probably a niche case. I schedule stuff until 2 am and that automatically moves the task to the next day. It makes sense and it's not a huge thing but I would have loved a way to choose what hours do I consider a day.,3
49d6eb0f-4c17-4993-b94a-7ac38d253324,"It works, but the notifications can't be checked off without opening the app and the layout is not intuitive.",3
9a8d1218-e2fb-4bff-890c-1fa1da25258f,"I love the look and it's easy to check tasks off. But I love using widgets and these widgets need improving. I can't see the date for the task, just task and time (tiny) and the first letter of the task is the one in the coloured box on the timeline, would be more helpful if it could be customised, like dentist, doctor etc.",3
166665a2-121a-48a2-ba90-c139e06b9964,Free user not get repeated task,3
4c31ac70-7021-4f60-82df-6ca219e2d297,"I am leaving a 5 star review, but I have yet to use it, it's the first time I see a reasonable pricing, as someone who lives in a third world country, subscription apps can get heavy on wallet. I subscribed both Prosper and Disciplined. I wanted to ask the Devs if it's possible to set up alarms instead of reminders, since having ADHD has a strong tendency to ignore notification if not opened when picking up phone.",3
206a5c3d-2300-4f9b-aab5-801d745f7631,SlickDeals FTW,3
af2d5998-4465-426c-a3ab-46352cba1477,Needs more colors and sounds. Change everything up a bit,3
e656adc3-f2fc-4511-ba45-288bd46e38fc,"Decent app, has lots of potential. However needs the ability to add templated or copy days across",3
e834857f-3766-47f8-b30a-af547b9cb0a5,"Please, Provide option to see 3 days and weekly view in calander. Because while planning whole week, it is becoming very hard as the app only shows one day at a time.",3
7383469b-d434-4853-bf7e-0439d1cd5756,App works ok. You cant add an all day task the same as a planned one (all i wanted to do was have my stuff in a list with NO TIME SCHEDULING putting a time on everything is annoying and thats not how life works (make there be a 00:00 time on the planned side and there wont be any problems),3
3ff4fdb4-597e-4e2b-a191-e9d5a158016c,"I use it to time block my days. The easiness of creating a new block and the way the timeline is displayed, both in the app and widget, are what makes the difference for me. The completions and the statistics don't really matter, the way you can define the 'tasks' is not granular enough for them to be useful. What I really really miss is the possibility to save tasks, that would make time blocking my days much faster. I'm still giving the premium a go but this is almost a turn off.",3
5062ea16-6d19-4466-b991-b92de7f1ef70,"I'd make it more minimalist reducing as much as possible amount of buttons, buttons like the add task button, statistics button, search button and unscheduled task button. Maybe i'd group them in a menu in the lower right corner",3
1739960e-2a20-4303-8ce3-5061fb015519,"A really nice looking app, but has some missing features. First is that the widget does not show the date of the task. This way if you do not have a lot of tasks, you don't even know when you should do them. Second is the lack of ability to sync with Google Tasks. I have been using Tasks before and finding that I would need to rewrite everything manually turned me off.",3
39cdd231-c766-4b17-8895-f01bd8431ffb,"Love the app but would like an alternative way to see overlapping meetings, maybe side by side Because your main feature is the timeline overlapping events mess up the timeline",3
93a2e321-65f1-4f77-a179-d380f09446e7,"Could you guys make the ""Specific day of the week"" Free? :backhand_index_pointing_right::backhand_index_pointing_left:",3
b4b1da91-5858-4dfe-b1e0-ec1469c72825,It's a really good app for daily time schedules planning but don't know why and how it's not working properly from past few days its constantly unchecking the tasks which I had checked before? Please take the needed action,3
184aa408-a090-4a63-b279-56bec28922dc,"I think this is really nice in a lot of ways, but I wish you could set default colors for task types without having to add an extra step every time something is in a category (e.g. I want home tasks green, work tasks orange). I also just moved some stuff from my inbox and they just...disappeared and wouldn't slot into times I set. I won't be renewing but it has a lot of potential.",3
06690851-5787-46d8-8895-09e93ff775fd,"It lacks predefined time blocks that could be added by one click. The same tasks must be added manually every time or set as repeatable. Besides, setting the time by scrolling these rolls is horrible. Excluding these two minuses the app is good.",3
8369da30-faa1-49bd-932b-d0b030c9582e,Wish I could the default view wasn't on the day and I could view entire month and select weeks/days to view,3
7c508ac5-6d30-4a52-b14a-afd24c8eae54,"I will come with the premise that the app author gave this app for free for a limited time prior to this review for the sake of testing and I was one of the recipients so my review is biased. I was using Google Tasks/Calendar alongside outlook for many years before and I casually took this one up recently haven't tested the calendar integration yet so I'm only going to talk about the automated routine reminders. It does a decent job at a that better then tasks, I'll write review l8 char limit",3
156cac49-93e7-4187-8b40-d705d1fba6c3,just wanted to get the prime for free,3
605a2cc6-1573-424f-b90f-c338f82a5565,"Its nice. But I haven't delved too deep into it. But I've found 2 issues for me. One: is the animations are slow. They make the app feel heavy and slow. Two: removed - Okay so 7 minutes after submitting this an update came fixing the biweekly issue haha Other than that it looks really nice, has a lot of functionality and you can clearly see the developer has put a LOT of their time and passion into the development of this. I hope this app takes off and the Dev gets his time repaid.",3
e6da19a6-a8d5-4d9f-9e2d-e7bcef0c986b,"Looks nice and all but when you put a task in the inbox you can not get it out of there, I gave the task a time and date but then it doesn't save anymore ):",3
7c8e08ef-426d-4bf6-a97c-2977e549fa09,"When I remove a task with ( remove this task only) I still get the notification when the task comes, even tho I have removed it.",3
eb2bab0e-a796-4ca7-82b7-18d7a05ab73f,"Updated review it is a beautiful app but feature wise it stopped after a couple updates and they were minor at that was expecting so much more and a seperate habbit tracker app was released by developer which is basically a clone and feel they should of been implemented in the same app specially seeing as I paid for lifetime access. Unfortunately, not enough going on to keep me interested.",3
c44fd329-1059-4fb5-aa92-fb74c9368bdc,Good app -however Google calander integration seems to be one way only? would be great to be able to export/sync tasks created in app to show on Google calander.,3
f52bae25-46f1-4d48-ae9a-be31daca663a,Please provide a monthly calender view. Currently there is only a day by day view which isn't useful for looking at the week or month ahead. Very good day by day planner however I have to use another app to look at weekly or monthly.,3
d2e6c904-dd19-4e0c-91ab-144a1637a9c7,"Really like the user experience of this app EXCEPT for one thing, and it's a big thing. When setting the time duration of a task, the end time never sets to the time I set. I usually have to set it and go back in to edit the time and usually the 2nd or 3rd time it will set it correctly. When setting a duration from 2 separate days such as 10pm-3am, the app won't accept that input once it passed midnight. I was considering paying the lifetime option for this app until I ran into those issues.",3
5b3ec9ac-ba9c-4c5b-a3a8-a7a88fe6142d,"As someone with ADHD traits, this app proved to be a bit challenging for me. The concept of tasks inherently feels like a chore, triggering my avoidance tendencies. Unfortunately, the app wasn't as helpful as I hoped, leaving me feeling it's not the right fit for my needs.",3
621cc8b3-143f-406c-9633-ad19a0177241,"Needs to be able to set a scheduled set of repeating tasks on a set day of the week, I use apps like this to remind me to drink water when at work, so custom days and time options for repeating tasks and how often those alert for are very important to me, I work Mon to Thurs and need set alarms to go off every half hour to reamind me to drink water to stay hydrated, having options to set work days with alarms and custom times ie 8am to 4pm with an alarm to go off every half hour",3
