reviewId,content,sentimentScore
f5339ebe-6e7e-4dad-9a54-99eaf8cafb5c,Just wow :astonished_face: best productivity app so so smooth experience :red_heart: I love it :red_heart:,5
49a8ecd6-0090-41fa-9a9b-7952da569fc3,Great application,5
d71fa6bd-38e4-44fa-b8b8-069365397c59,Please please add sound effects when you complete a task. It's so much more satisfying this way,5
da98bb61-0025-4194-867d-759baab614ca,Best habit tracking app that I actually stick to. Love how easy it is to track and visualize.,5
05f81ba5-9a1c-4471-b18a-5b20b6e07411,Super,5
c01a6589-d3e4-4407-825b-1b82492bb284,"Clean, simple, aesthetically pleasing, and has a journal and a widget which is what I was looking for in a habit tracking app. Thanks!",5
830297bc-9985-4644-8c42-0fcd29df3588,Fanstatic app,5
aa4fc07a-bf31-480a-9510-8643df882500,"I love it, is very simple and easy to use, also very minimalist and cute!",5
e8a1146e-716e-4b0a-82a0-b9e55d9f917a,"it's a exceptional app, simple and clean for reach your habit's. I love take journaling inside the app, but please add autosave.",5
cbb48fb6-2e57-42cd-a568-8a906d75d368,I really love this app. It is easy to use and the design is so amazing.,5
b8737b1a-77e1-494d-85a2-767de02c3358,This is the best app. It helps me to be consistent!,5
63c5fbcc-e767-4a9e-8a10-ad3f428ac896,Best habit app,5
58f5915f-9af8-4b08-a88d-a79751224fcf,The best app I've ever used. This is the best habit tracker app. I touched my heart. I've used so many habita tracker apps but none was good. Is highly recommended for everyone. I you wanna grow up u need this. But I think u guys should make the goal tracker free,5
b07ecc51-3bf7-4ab9-9cb5-64d3b64fcae4,I had a great experience with this app as I usually struggle with tracking my habits but this app has an amazing interface and it's quite easy to use! Thanks to the widget I remember my habits and I get to track them down easily.,5
1dcd18e4-5106-4440-ae8f-26b372186d48,User friendly,5
cd6c88ec-8345-4e39-a3da-a08a6a3469ac,I'm in love with this app it's easy and simple great app with great features,5
12b588e3-c953-478b-a877-dda0bebf46ab,"This app is amazing. I like the UI, the colours and the animations of this most. Also, this app has many features like progress record time subscriptions and many more. This app is a game changer for me because it's fun to use and now I can track my habits with this app and force myself to grow. I would like to say thank you to team TheFor: Habit Tracker to provide the habit tracking solutions and help such people like me.",5
0e32302d-0936-48a3-9e30-f8c91b3ed57c,I love this app and the paid version is so worth it!!,5
92ded324-71f7-4cae-8e2e-5d2a7e64a3f0,"The best app for track habits that I've ever seen. Simple, easy to use and so useful",5
ee3bd7b1-bbb4-459a-ae0e-5b98c9d8d265,Add more features for free users,5
db37f148-e0e5-4ccd-bcc4-aa4d0083840e,"I love using this one, the best tracker i discovered :sparkles:",5
eac4869a-84b0-4871-863c-3910cdb3e32a,Simple and effective,5
c16e0865-4f30-408b-8a55-e0c36cabfe4d,"Very simple, very useful.",5
57b6499b-1bdc-416e-bf81-b51617f72904,Great app!,5
57785332-6d89-413b-ad23-47dfbd600a04,Amazing!,5
e11674d5-1d9c-4b4b-a32d-a30042f491c6,All I was looking for in this type of app! Excellent!,5
ca00988c-3796-4e5f-9a8a-7e274391aecc,The best app for Habit :heart_on_fire:,5
adc9ffe8-250f-4a6e-bfc9-9237e4e36a3f,"the app is very easy to use, UI is great plus u can track as many habits as u want. it's really great actually",5
19294521-3582-4ab3-bdcb-31fa47f434bd,awesome,5
965de26f-ab89-46a0-b069-6b2ac9f7a188,"This app that I was looking for, It has all the features I was searching for!",5
9b97f8db-add2-4d6a-a61c-be55c66a34f7,The best habit tracker for me,5
c25dea48-83a3-4385-88d7-1b276ac4f3b9,Best habit tracking ever,5
917eadbc-073d-4f10-b49a-30da7751c4aa,I love how simple it is,5
a6f22cfc-a2f1-47b6-a6c4-887817f2cd18,"It is such a good app! I've been using this application for a while to keep track of my habits and it's very effective, simple to use, and has a pretty interface!",5
5bcbd0c3-9900-4887-85b1-b3051228cfb1,After downloading so many types of trackers and creating ones of my own this is top notch. I love how customizable it is. I recommend it for everyone,5
161f862c-d916-413a-800b-b8d880d07421,Great to start tracking yourself.,5
ff58ce5a-3493-4053-88c3-4655f7aff2f5,"I am a very picky person when it comes to down efficiency & app aesthetics, and hands down to this app. It's simple, pleasant to the eye, and just exactly what I needed.",5
fd841145-014e-42c6-97c1-ad77b638a5f6,It is the best app for habits tracker,5
383907b8-5416-4a61-b611-d007e0ee0f82,Clean AR,5
002f7280-93d9-4b7a-9105-5b4a27e3be68,Great app:thumbs_up:,5
2741c49c-abbb-42ab-9993-1828e188225d,It is definitely a very good and user friendly app. I love it's simplicity and user interface.,5
b9e337b6-b85d-40b5-b435-92a3de23ab89,"Perfect app, great animation, detailed and customizable features, just need to keep improving",5
4763e4a5-a90a-4f87-a5c6-28bf56bf0a17,The free features are amazing and the app is easy to use. Sure increased my productivity!,5
67274ee8-6c04-4d9e-8c97-5ab2bb9201b0,"Simple to use, modern eye pleasing design, and has a useful widget where you can see your progress on your home screen during the day. Incredibly helpful even without the subscription!",5
278f3d17-71c1-4e0a-80bf-793f4fb89e4f,Perfect.. I just love that last update to share the track of habits with friends,5
dff4f3fd-814e-4c3b-88ed-13a0072135f0,Great app,5
31491142-2560-48ee-9e76-116961cb4718,"Sencillo y útil, justo lo que necesitaba, junto con el widget que lo hace todo más práctico.",5
763da4d0-0d35-4a19-8d92-216d7e884227,"Really nice habit app. I love it, and it has helped me keep up my routines.",5
4b9352f7-673a-4eb3-9ff0-590680f41703,Terrific app to hold yourself accountable. No complaints.,5
17afa70c-196e-4947-b018-5036f1da7335,"Amazingly simple, thank you havit tracker :red_heart:",5
cd14cb52-28f7-4ba7-8965-043984253951,"Amazing app! I've been looking everywhere for a habit tracking app, but nothing really fits my need. TheFor is literally the PERFECT APP with a simple but useful interface.",5
deaaba1d-3ccb-4e00-afef-10626d0b7476,"I love the app, it would be even better if you could schedule each habit to send a notification at a certain time during the day, to remind me and complete it.",5
1b08f0e5-e86f-4f48-a851-dfe85509d0a7,So far it's wonderful :smiling_face_with_smiling_eyes:,5
30628b70-6bba-45f8-aad5-f00b65d2ae6a,Awesome better than others,5
a9e95c1b-96c8-491e-acb2-b6fb73e90942,"I love this app so much! It's actually quite cute looking in a minimal way, and It's so satisfying watching my progress stack up y'know?! I use it for my mini daily workouts and meditation etc!",5
c55bce1a-4e08-4084-9146-993bd039195a,"Amazing app, well designed and loved the aesthetics that the app gives, loved the app. I'd like a simple request: Off Mode/Time Off, the ability to switch off habits if you are on a vacation or travelling where you can't get to complete your habits which would affect streaks and spoil the analytics unintentionally. If this is done, hopefully I will go for the lifetime version, totally deserves it.",5
58a45fb8-b5fd-4d46-8fa9-ed9bfa74e397,"Now this is serious, this app is one of the best things that has ever happened to me, I love this app, and I recommend it to any one that wants to better his/her life by incorporating healthy habits, its so nice I can't just keep typing I have a lot to say, please if you made it this far, download the app now..........",5
b7e849cd-29f7-4438-a6e7-4e48ec8e9139,"Finally the habit tracker that motivates me to keep healthy habits, looking forward for feature to have a user profile with google account, so I can sync habit status between my android phone and iPad",5
478fe68b-3825-4027-8a86-029dfd15c415,"THIS IS THE APP I'VE BEEN LOOKING FOR MY ENTIRE LIFE!!!! There are no words to describe the absolute perfection of this app. I've tried SO many apps, spreadsheets, physical journals, Remarkable templates, and so on, to track daily/weekly/monthly habits + workouts and everything I've tried has fallen short in one way or another. This app is literal gold. GOLD!",5
8c87a7f0-067e-45ed-985e-a16efe0726b5,Update : found your iOS version and asked my friends to rate it ! My friends really want this app on iOS. **Are you guys planning on developing an iOS version ? Great UI and UX. Beautiful app. Widget support is amazing. Functionally perfect. Seamless.,5
3f3f2b80-f8d8-4535-b0a4-976c740ce300,"The best habit tracking app I've ever used! Really simple interface, also no ads. Works very smoothly and the features are amazing!! Been using it for more than 2 months and thanks to the amazing developers :)",5
a47f1e9f-b3d9-4af3-a692-7bdf9ba059f4,Great app with great design,5
0cbdd1dc-24c8-4784-b7c0-b7d8a46de473,Simple. Love it.,5
fdfc9cc1-322a-4f6e-a6aa-ac46c06a44f0,Very good app,5
abe435f9-fd29-4d03-8125-3e41439c8c8d,"this is exactly what I need! with my ADHD I need something to help me break down what I need to do every day/week/months, this is super organized but simple. I do wish you could change the colors of the routines themselves, and I'd like to see an option for ""as needed"" routines that I can turn on/off for events, etc. I immediately paid the lifetime fee because this feels so worth it and I HATE when you have to pay monthly for an app like this so I appreciate the option to buy it outright.",5
172d87a9-87db-4c32-9ff4-2c9121d2acc3,Really great app. Design and UX are really great.,5
e3f42c5f-6279-4d83-b9a9-0030266d6c8c,This app is exactly what i needed. I reccomend it to everyone who wants to organize and track their habits :smiling_face_with_hearts:,5
8fc44f25-d4b0-4d50-a3bd-30b37ef70134,it was so well made that i realized i'm the problem,5
d15edbd7-5781-4742-ac8a-f27aefcd8fc0,Exactly what I was looking for. Simple and calm looking habit tracker.,5
84e7a480-a180-4201-9e54-47a6f67f13a6,"very simple and easy to use! my favourite so far, no uneccesarily complicated features! :eyes:",5
ddb4bb9b-79f9-46af-91af-f65ebbf1cb58,"Such a neat, easy to use and ad free app... Loving it... Thank you... :smiling_face: :thumbs_up:",5
8d1a9831-7099-4f3d-86c6-99290fdeb07f,This app is just what I needed,5
e1130f82-6969-4ccc-99a1-b5786e0bcd4b,Love the app! Could use some more widgets.,5
2c8a72fc-e4e4-4e8e-9e51-3b7fb7254885,Best app. keeps you very neat and organized,5
c0071e98-ffe2-4475-b78d-1ff5bdfe2fd9,"this app was exactly what I needed to help manage my ADHD. I can see all my daily habits laid out in front of me, simple and uncluttered, and I can check them off and get on with my day.",5
ac20795f-7ae5-4bc7-9951-5ffec0176f74,Best application,5
88700f11-9a5a-4a1f-bbd7-3182b6c775ab,The best app tracker .simple،ـ dont take so much time to put your daily habit and track them . THANK YOU,5
0f572dcb-9e40-404e-966f-878bbaa27356,That app is master piece,5
427b9c17-dea6-4463-b4c2-aadf823edebf,"This app is just amazing and I love how the developers are constantly improving it, it's has unlimited free habits which is so cool and there is no ads at all,it just needs some more improvements thanks :red_heart:",5
467a9014-080e-4a5a-b5df-badd758ad391,helps alot love the app,5
23cd2efd-b974-4b95-b353-3353705f2813,very simple and easy to use. well worth it if you use it right,5
4a15ef3d-2bc4-4e5d-a62b-6bf33ec8d0e2,perfect,5
a81c905a-acba-4017-93db-7818f83bd0b3,It is an amazing app for keeping track of your habits,5
79c4b4d5-d564-42b6-9f09-b5edd7ae9190,Love it!!,5
bd457cbe-8432-4539-8798-7c947fe8501b,This app is just amazing. I really like it. It makes me so motivated and consistent in my everyday steps to a happy future :water_wave:,5
718200f3-c2ba-4eae-8275-317b3877e9aa,so simple yet so helpful,5
fd2afef8-bbd0-41f3-9ece-f11d6806c93e,best app ever used,5
1509c6fb-6374-412f-9e05-2e0b8f4ac3f2,Nice product loved it,5
80c4ffe8-9761-43e1-9dce-b50be1d0cbc7,so cool!!!!,5
9b6deeb6-502f-4bc0-beac-c1fe5eabafb6,"Very intuitive and easy to use! I've tried multiple habit apps, and I find this one the most convenient. It's pretty, it's minimalistic, and still it has all I need for tracking my habits and don't get distracted by messy interfaces, adds, or special offers. I just like it!",5
15ccffc4-837b-4e67-95f5-0db4f943669b,Super:dizzy:,5
f9d4dac0-122d-4dba-a364-e7326c08f0b1,This app has by far the cleanest interface. I'm using it for a week and I find it really helpful to manage my tasks. Thank you.,5
113100c9-a86a-40f5-a5aa-0055dbd5654d,This app keeps me so organized if I dont want to something this app encourages me to do so!,5
dc41de2c-1016-4068-b9b2-c5612811e495,very simple works perfectly exactly what I was looking for,5
dc816629-1cc4-4e44-b78d-f70e831e5a62,This app is so good ...and also very helpful :smiling_face_with_smiling_eyes::growing_heart:,5
563babe7-401c-4a81-885b-106f506a0506,great app. i love the features because you can add as many more habits that you like to incorporate in your routine. i was able to track my progress of each habit.,5
20cdd23d-a410-4b72-a9b2-17b9bfc0f5b8,This is app is fantastic. It's the best free Habit Tracker application I've used and trust me I've used a lot of them. Now the new feature Routines has been a good update but I would love it if we are able to reorder the Routines the same way we reorder the habits. That would've made it a fantastic feature.,5
85363483-6b89-4f65-b560-293cb3f9ac17,"This is my favorite habit app! It's so simple and doesn't bombard you with ads (they're no ads at all!) Even without the premium version you can make unlimited habits and there are nice colors to choose from. There is a daily, weekly, and monthly view to choose from. My favorite part is that you can add a widget to your home screen thay shows you your habits all on the same widget, and if you've completed them or not.",5
d9f47220-1ca5-443b-a977-b0ef18b8416b,"Close to perfect! Love using it. A request to the developer: The new Routines feature is nice but I wish the app remembers what filter was selected. when I close it and open again, the app Today page defaults to ""all"". Additionally, I wish I could set the Today page to show me all the routines, separated as stacks or cards. Instead of showing all the habits together. Looking forward to buying the lifetime version if these changes could be incorporated! Thank you!",5
a6330037-f674-4fea-92f2-6119e5dc4baa,its very useful apps I love it,5
3c7d16b5-91bb-4637-b90b-8d20f325baf7,"Excellent app, been looking for a while and this is one of the best and simplest I've used yet. Only had it for a couple of days now and not sure if it will replace my habit tracker yet. It would be really great to see 2 features: in the Today tab, seeing the reminder time next to the habits and maybe sort them accordingly and a second one is being able to tick a habit from the Overall tab as it's beautiful to put as a default view!",5
7f08c01d-b0ed-4ce3-b21c-ab60b50f81d9,"This app has been a game-changer for me. The recent updates have significantly improved the overall user experience, especially with notifications and reminders. The interface is intuitive, making it easy to track habits seamlessly. I appreciate the responsiveness of the development team in addressing issues promptly. Keep up the great work!",5
de63647f-7898-446b-aa5a-7c307e52b319,Make this app free,5
