reviewId,content,sentimentScore
9508b973-623c-474a-91a7-0a4a88c94ca1,Amazing!,5
2ed35c97-2b89-44d0-b881-31da5e92ceb2,"Amazing app to keep the entire day activities reminder. Specially the UI design, loved it. Whenever I open the phone, gadget remind me of my meetings and planned actions for that specific time.",5
36f1540b-6697-4d9f-9e95-3009a8ca5336,"I've been using it for years, I bought the one time customization option and I really have nothing but positive stuff to say about this app. Helps with time blocking & time blindness, esp the big widget, Very nice app truly a lifesaver for me.",5
fd76c4d9-f80b-4828-b391-6e95b534126f,I don't usuallt give out reviews. But this app is amazingly developed! Love everything about it,5
374efe33-85a8-46ac-bcd9-13bf037e792f,Cool app!,5
a71bb1b0-e057-4319-8266-400964f84ccc,Just perfect for planning a nice day for study or work!,5
4fc21d20-61c8-4826-82e0-713f611d4d2e,:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:,5
48546c50-72e3-4769-bd1c-ee43d9c0fa12,MAKE GOOGLE TASKS ALSO BE ABLE TO SYNC WITH SECTOGRAPH.,5
1d6ca5c1-5690-4fa9-9ac0-1f074c49705c,Intuitive and good visual screens,5
ea3b5a0e-d9ec-414b-a444-0e51b7915c80,So suitable for me...,5
b20fc1bf-dd0c-4694-90bb-b059d8682afd,So good!,5
298bda35-6d89-421f-922c-9a6f73388ae5,The Sectograph app is a great tool for tracking your day and time. It's easy to use and provides a lot of valuable insights. I love the ability to see how I'm spending my time and identify areas where I can be more productive. The app also has a great design and is easy on the eyes. I would highly recommend this app to anyone looking for a way to improve their time management.,5
c2f256c7-4603-442c-8349-7a688988251e,New essential tool in my life. Having this show as a widget on my dashboard and as my watch face helps me plan my day and stay organised. Collaboration via the calendar is nice too (my partner can add invites to our shared calendar and they appear in my watch.,5
7acd2e4a-075b-448a-bb5c-6de04d7d2a54,"a very useful application, shows the graphs of your tasks.",5
00e4d949-201a-4d62-bb60-c27cf020837c,This app is change my life,5
87c1c7a9-7b6a-4e3d-bfb0-d3f7aa554c9b,رائع,5
9f070dd1-0e1c-4ca0-a9d3-17ffe23da76b,Best watchface ever built,5
2209f967-8fca-4425-8192-6a1ecaaa3825,Very good,5
100631be-f1b3-4adb-be0c-98e2467d8943,"This is awesome. If you're a visual learner, this is way better than a typical calendar app.",5
9f3d8b93-bcf8-4b67-a521-bb2de53cf7c0,I really like how this helps me visualizer plans on a time scale and even how situations or events can overlap each other and you can choose your own colors for your own system to mean whatever you want for a recognizable contrast to separate things on your mind. Wow I like trying to create my own system with this neat app!,5
c98092f1-96e5-4100-aa3e-6049e4fddd1a,"I'm neurodivergent & have been looking for a highly visual calendar app for ages. Nothing fit the bill-until this! This is the only app I have ever bought the pro version for, even better that it's a 1-time buy. If you're neurospicy & looking for a better way to visualize your calendar, this is it. I hope they'll add: -ability to set a custom notification sound -unlimited event categories & colours. That's all I can think of to improve. How many apps only need a couple of tweaks? Just get it.",5
23165189-f35f-438b-9aa4-843f38431d10,Excelent,5
15922b11-150f-48b5-844f-de01fb349f89,Really good,5
67578daf-6a93-446c-8547-e5a0cbc1973a,Original and very useful!,5
b8dd45da-d151-4e65-8d20-7ef34731bf86,Best app ever!,5
1d30b8e8-25dc-438b-8176-8c29bacf2a13,Great concept and a useful and stable app. I value it so much that I bought the PRO mode. Keep up the good work.,5
cbd6cd10-5367-4736-b4b8-05439653de72,"Loving it so far. Thinking of buying when I have the hang of obeying my schedule :face_savoring_food:. Neither the less, thank you for the app :folded_hands_dark_skin_tone::folded_hands_dark_skin_tone:. The visual and time left before next is very important to me.",5
d2896d9d-b405-47c2-871e-b8e7239bab28,Simple calendar app with a clock-style that has been perfectly implemented. Great for putting your schedule on.,5
7edf9c5c-0027-4a9b-a100-c7c5f5a13e72,Excellent app,5
7dec626d-0f5e-4c58-91c1-557419239bc9,"This is the first time,i rating a app . it's really good :thumbs_up_medium-light_skin_tone:",5
2e08ce41-4bf5-4851-a7ea-456999c00bb0,Very good application,5
a0a3caf5-e1ce-4793-a8eb-db3b723e20a8,Awesome app for the Galaxy watch round UI.,5
df7fa2e2-7e77-4ee8-98b4-2ab73b4b9da1,"I've been dreaming of such an app/clock for so long, but until recently I didn't know there was a word for it! ""Sectograph!"" I typed it into Play store search and boom! I've changed my whole home screen, gtd, and calendaring approach in the last few days. So far, anything I have dreamt up for it to do, i have found the setting to make it happen. It's great! This app is soothing for my ADHD addled mind :red_heart:",5
a43d29de-f97d-4143-9563-61e9eea837b8,Best watch face for calendar. You have everything!,5
7a31f54e-0293-4725-91f3-5662b4568da4,"Amazing to use on both an android and a smartwatch. Lots of (free) customisation options and some additional one with the pro version. It can work as a fully realised calendar app and do task management, plus it also has integration with google calendar. Incredibly useful all around!",5
10b7e9d2-d496-440f-af88-a05e66f1c1b3,I love this app! I use it on both my phone and Galaxy watch. My primary use is to set the wallpaper on my phone to solid black and have the wigit take up 75% of the screen. It's great for quickly seeing and assessing my daily schedule without having to navigate to different menus. Also love that I can customize the color schemes to match personal preferences.,5
f4298a8e-02c4-4922-bcd1-86af41278839,This Application is great to be honest the schedule and times and features are amazing it helps me a lot it keeps me focus on the tasks and organising my daily routine even you can customise the task that you want. :clapping_hands::sparkles:,5
2e5dc246-183e-49ba-8cd4-149247a7f925,"have loved sectograph on my phone for years, absolutely overjoyed that I have it on watch!! it's perfect!! great that I can set it as clock face or as a tile that I swipe too depending on how quick I need to access my schedule on a particular day. also love that it means I can have a 24 hour analog clock face. would definitely recommend this app unreservedly!",5
d4278f75-e8ba-45d8-8684-6861b80fddb4,Sooooooooooo helpful. Definitely going to upgrade to the 24 hour format!,5
ef5682b8-7c36-44dc-95d9-596913a20e57,Use full to manage the excess time of my own.,5
1ba1dbdf-1008-4a9c-a7c3-1b053701aa54,That what everyone's need,5
b8fbba20-08a7-46b2-a203-22440aa1d981,"Simple and productive app the best thing is that it is without ads , thank you",5
4304c9fd-b8ba-412c-9cf1-bd994ff4348e,Best,5
231a5da5-4303-40ee-bb2b-4077b677ea4a,Thank You....,5
3f620631-23a3-471c-82bd-cc8e4829d4f9,Worked great. No longer need it.,5
5b5c34ea-8741-4ebd-9153-1e66466b9a42,"Great for managing your day, really good with a smartwatch",5
c52374f6-8b8b-468b-b19b-12cb35081996,It's really helpful to me to time management,5
129728f2-2168-478e-b58e-e3bdd2fe8f86,Excellent,5
5ad3adcd-6a15-49cf-b844-a3b33d9aa519,Greatest visual of your day,5
4b3e69e2-8cd2-497a-81b6-84f640489fcf,Best daily calendar ever.,5
ecca390e-4131-4a5f-bb7a-8815a275b9c0,Excellent app in tracking daily events graphically.,5
e7922872-3588-4e61-954b-69a93deeca0e,I am in love with this widget. I often get anxious and feel like I don't have time to do anything in between appointments. This app takes out the math of trying to figure out how much time there actually is and is very readable. It puts my anxiety at ease and it's so much easier to plan my day!,5
9e4e0d02-d76a-40bd-b816-684d6e3ae024,Very effective App for time management :hundred_points:,5
0d0150cf-745b-4795-97d6-a9050296808b,best app for students,5
9461a328-4fae-4df4-ad68-d34c277eaf1a,"Great app, awesome idea. Love it!",5
df69cd71-80f2-4d1a-a330-1f754cb2e4ad,"I have my schedule on my wrist! What more could i possibly want in terms of productivity? Sectorgraph is seemless and intuitive, It added value to my watch to the point where i wear it all the time. It displays all-day events on top and regular timeblocks with the times between them at the circle in the middle. Ingenius! I would love to have quick customizable timers around the outer circle. I divide my hour to 4 sometimes 3 parts and i would love visualize it same as my timeblocks.",5
e173f055-0edd-4c6f-923e-74bc9d815ab1,Very handy app for the people with tough schedule,5
eb4c8cf5-ec08-46f3-a5aa-751a8ea73420,ممتازة,5
109cdbfc-3cf5-4e14-8d8e-0ce312892df0,"Sectograph is the single best productivity app I have ever used. In combination with a smartwatch, it's unparalelled.",5
bf88addc-768a-43c9-8a47-a96dae76e3b7,Really good application.,5
b546b6e2-cc0c-45b0-82bf-d46c3bc57e85,"Always wanted such app, even wanted to develop my own watchface, but you got it first :) But please, add google tasks and microsoft todo",5
d87a7a6f-ba3a-4ce1-95a9-b9959ec7c235,Great app it's really helping me to stay organized,5
2c5b6a33-76fc-4bc8-b5be-651fb975da24,Great app first time it good difference from others,5
6865cb0e-96d3-4d07-bbe6-b43a34fae09c,I love this app.,5
bba2a54c-b71d-4c8b-ac1d-1a89eeeb7d90,Best app to recall your daily tasks and time table in a fancy way.,5
54f6b809-6990-4ee4-8586-21f21c125740,"This is a great scheduling app, helps me keep up with my autonomous work schedules so I don't lose a minute of $$. It is very customizable i.e. many different options for displaying the widget, various ways to discern what job is what/when/where w/color schemes, quite the useful app! It takes a minute+/- to get the hang of things, but the details are worth learning and using. I would recommend this to anyone, especially one that is self-employed and needs a perfect timer, etc...",5
